InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
289073,SKU_1607,Headphones,33,2020-10-05 12:00,20.04,,Portugal,0.03,Credit Card,16.2,Stationery,Online,Not Returned,UPS,Amsterdam,High
968212,SKU_1629,Wireless Mouse,2,2020-10-05 15:00,23.35,,Norway,0.22,Credit Card,20.03,Electronics,Online,Not Returned,Royal Mail,Paris,Low
434199,SKU_1005,Wall Clock,8,2020-10-06 19:00,35.45,,United States,0.16,paypall,29.36,Electronics,In-store,Not Returned,Royal Mail,,Medium
234794,SKU_1593,Office Chair,-10,2020-10-07 00:00,-99.59,,Italy,0.21,Credit Card,,Stationery,In-store,Not Returned,DHL,,Low
717762,SKU_1860,White Mug,-24,2020-10-07 15:00,-80.36,,Portugal,1.6278476153008288,Bank Transfer,,Accessories,Online,Not Returned,UPS,,Medium
452854,SKU_1269,T-shirt,22,2020-10-08 04:00,38.33,,Italy,0.24,Bank Transfer,24.61,Accessories,In-store,Not Returned,Royal Mail,Paris,Low
345984,SKU_1223,Headphones,33,2020-10-08 06:00,41.42,,Netherlands,0.26,Credit Card,15.66,Accessories,In-store,Not Returned,FedEx,Amsterdam,High
232886,SKU_1700,Wireless Mouse,-47,2020-10-08 12:00,-25.7,,Belgium,0.24,Bank Transfer,,Accessories,Online,Not Returned,FedEx,,High
771868,SKU_1897,White Mug,-23,2020-10-08 15:00,-9.98,,France,1.2259765037868935,paypall,,Electronics,In-store,Returned,UPS,,Low
659073,SKU_1877,Backpack,-21,2020-10-09 01:00,48.57,,Germany,0.01,Bank Transfer,,Stationery,Online,Not Returned,DHL,,Low
831234,SKU_1295,Wireless Mouse,13,2020-10-09 20:00,39.91,,Belgium,0.27,Credit Card,17.06,Furniture,In-store,Not Returned,FedEx,London,Low
278296,SKU_1174,Blue Pen,-11,2020-10-10 10:00,-50.1,,Spain,0.24,Credit Card,,Furniture,In-store,Not Returned,FedEx,,Medium
465898,SKU_1001,Blue Pen,-48,2020-10-10 15:00,-63.09,,Germany,1.059378306796154,Credit Card,,Stationery,Online,Not Returned,FedEx,,High
453039,SKU_1760,Headphones,21,2020-10-10 16:00,57.72,,Belgium,0.31,Bank Transfer,28.42,Apparel,In-store,Not Returned,FedEx,,High
525659,SKU_1727,Wall Clock,-4,2020-10-11 05:00,-85.9,,Portugal,0.12,paypall,,Electronics,In-store,Returned,FedEx,,High
374349,SKU_1972,USB Cable,9,2020-10-11 16:00,92.32,,Sweden,0.2,Credit Card,6.72,Stationery,Online,Not Returned,DHL,,High
727407,SKU_1442,Backpack,15,2020-10-12 08:00,98.38,,Sweden,0.08,Credit Card,12.99,Accessories,In-store,Not Returned,DHL,London,Medium
993877,SKU_1890,Desk Lamp,-32,2020-10-13 23:00,-5.89,,Portugal,1.963756347496342,Credit Card,,Furniture,Online,Not Returned,FedEx,,Low
120323,SKU_1362,Office Chair,-11,2020-10-14 00:00,9.16,,Belgium,0.19,Credit Card,,Furniture,In-store,Not Returned,FedEx,,Low
378572,SKU_1767,T-shirt,4,2020-10-14 02:00,90.27,,United States,0.24,paypall,7.18,Apparel,Online,Not Returned,UPS,Berlin,Medium
710774,SKU_1709,Wall Clock,15,2020-10-14 04:00,31.61,,Germany,0.44,Credit Card,9.1,Furniture,Online,Returned,FedEx,Rome,High
731613,SKU_1759,Headphones,27,2020-10-14 08:00,26.73,,Germany,0.32,Credit Card,14.77,Accessories,In-store,Not Returned,FedEx,,Low
821827,SKU_1631,Office Chair,21,2020-10-14 16:00,63.91,,Netherlands,0.09,Bank Transfer,10.54,Accessories,Online,Not Returned,Royal Mail,,High
627409,SKU_1340,T-shirt,-42,2020-10-15 04:00,43.94,,United Kingdom,0.29,paypall,,Apparel,In-store,Not Returned,UPS,,High
778525,SKU_1979,Desk Lamp,16,2020-10-15 09:00,6.38,,France,0.01,Bank Transfer,14.01,Accessories,In-store,Not Returned,FedEx,,Medium
650841,SKU_1045,Desk Lamp,-29,2020-10-15 11:00,57.25,,Sweden,0.05,paypall,,Electronics,In-store,Not Returned,Royal Mail,,High
684668,SKU_1769,T-shirt,19,2020-10-15 13:00,72.02,,Norway,0.17,Bank Transfer,5.58,Accessories,In-store,Not Returned,DHL,,High
831576,SKU_1893,White Mug,-11,2020-10-16 00:00,-13.43,,Portugal,1.5036130549915716,Credit Card,,Accessories,Online,Not Returned,FedEx,,Medium
886719,SKU_1921,Notebook,18,2020-10-16 07:00,5.35,,Portugal,0.1,paypall,20.79,Stationery,In-store,Returned,DHL,,High
347667,SKU_1200,White Mug,-17,2020-10-16 10:00,-24.71,,France,0.26,Credit Card,,Furniture,In-store,Not Returned,UPS,,High
614241,SKU_1182,T-shirt,-48,2020-10-16 12:00,62.97,,Australia,0.07,paypall,,Electronics,In-store,Not Returned,Royal Mail,,Medium
800270,SKU_1544,USB Cable,29,2020-10-17 05:00,3.72,,France,0.49,paypall,20.87,Apparel,In-store,Not Returned,Royal Mail,,Low
624608,SKU_1586,USB Cable,-30,2020-10-17 14:00,73.84,,Netherlands,0.29,Credit Card,,Electronics,In-store,Not Returned,Royal Mail,,Medium
587387,SKU_1819,Blue Pen,41,2020-10-17 15:00,1.9,,Australia,0.38,Bank Transfer,13.12,Electronics,In-store,Not Returned,FedEx,Paris,High
627297,SKU_1338,T-shirt,23,2020-10-18 10:00,54.11,,Australia,0.25,paypall,15.24,Stationery,In-store,Not Returned,UPS,London,High
976336,SKU_1838,Office Chair,31,2020-10-18 11:00,6.01,,Australia,0.14,Bank Transfer,11.04,Accessories,In-store,Not Returned,Royal Mail,Amsterdam,Low
464315,SKU_1521,Office Chair,3,2020-10-18 19:00,59.58,,Belgium,0.4,paypall,22.24,Electronics,In-store,Not Returned,Royal Mail,,Low
541503,SKU_1206,Backpack,12,2020-10-19 21:00,5.74,,Portugal,0.08,Bank Transfer,19.53,Electronics,Online,Not Returned,FedEx,,Low
602264,SKU_1188,Wall Clock,37,2020-10-20 08:00,4.28,,Belgium,0.26,Credit Card,24.89,Accessories,In-store,Not Returned,DHL,,Low
869217,SKU_1023,Backpack,13,2020-10-20 23:00,50.93,,Portugal,0.26,Credit Card,13.88,Accessories,Online,Not Returned,FedEx,Berlin,Low
776513,SKU_1749,Desk Lamp,30,2020-10-21 14:00,52.14,,United Kingdom,0.16,paypall,8.48,Stationery,In-store,Not Returned,UPS,,High
606554,SKU_1964,Wireless Mouse,3,2020-10-22 14:00,98.14,,Belgium,0.05,Bank Transfer,5.59,Stationery,In-store,Returned,DHL,Rome,Medium
815879,SKU_1344,Notebook,-20,2020-10-22 16:00,-54.77,,Portugal,0.33,Bank Transfer,,Stationery,Online,Not Returned,UPS,,High
178533,SKU_1005,White Mug,39,2020-10-22 20:00,64.07,,United States,0.34,Credit Card,7.88,Furniture,In-store,Not Returned,UPS,,High
811423,SKU_1782,Headphones,41,2020-10-23 18:00,60.17,,Germany,0.04,Bank Transfer,11.29,Apparel,Online,Not Returned,UPS,Rome,Low
472778,SKU_1782,Wall Clock,23,2020-10-23 22:00,78.45,,Spain,0.31,paypall,7.78,Furniture,In-store,Not Returned,UPS,Paris,Low
986004,SKU_1586,White Mug,-47,2020-10-24 00:00,18.43,,France,0.23,paypall,,Accessories,In-store,Not Returned,FedEx,,Medium
203533,SKU_1062,Notebook,14,2020-10-24 04:00,55.47,,Spain,0.22,Bank Transfer,20.26,Electronics,In-store,Not Returned,UPS,,Low
968277,SKU_1540,Backpack,22,2020-10-24 05:00,44.38,,Belgium,0.37,Bank Transfer,10.62,Apparel,Online,Not Returned,Royal Mail,,High
556324,SKU_1334,Blue Pen,13,2020-10-24 14:00,92.3,,United States,0.42,paypall,18.68,Apparel,In-store,Not Returned,DHL,Paris,High
344936,SKU_1440,Office Chair,-6,2020-10-24 15:00,28.04,,Italy,0.45,paypall,,Furniture,In-store,Not Returned,Royal Mail,,Low
513461,SKU_1338,Wireless Mouse,13,2020-10-24 21:00,63.55,,Italy,0.15,paypall,24.54,Apparel,In-store,Not Returned,FedEx,Paris,Low
671302,SKU_1075,Headphones,-41,2020-10-25 09:00,-45.63,,Australia,1.9787475155331296,Credit Card,,Electronics,Online,Not Returned,UPS,,High
713812,SKU_1412,Notebook,-24,2020-10-25 23:00,46.16,,Spain,0.42,Bank Transfer,,Stationery,In-store,Not Returned,FedEx,,Medium
718396,SKU_1270,Wall Clock,-30,2020-10-26 04:00,61.8,,United Kingdom,0.27,Credit Card,,Apparel,Online,Not Returned,FedEx,,High
369637,SKU_1431,Backpack,26,2020-10-26 06:00,19.41,,Portugal,0.48,paypall,15.81,Electronics,In-store,Not Returned,FedEx,Paris,Medium
771986,SKU_1076,Wall Clock,-29,2020-10-27 00:00,-38.21,,Germany,0.13,Credit Card,,Stationery,In-store,Returned,UPS,,Low
972437,SKU_1945,T-shirt,2,2020-10-27 01:00,21.49,,Portugal,0.06,Credit Card,8.8,Furniture,In-store,Not Returned,FedEx,Amsterdam,Medium
419658,SKU_1150,Blue Pen,29,2020-10-27 05:00,27.56,,United Kingdom,0.4,Credit Card,17.99,Accessories,Online,Not Returned,FedEx,,Medium
808024,SKU_1821,Headphones,42,2020-10-27 09:00,59.04,61589.0,Italy,0.1,Credit Card,9.22,Stationery,Online,Not Returned,Royal Mail,Paris,Medium
798419,SKU_1463,Office Chair,-28,2020-10-27 12:00,28.12,,Netherlands,0.17,Bank Transfer,,Accessories,Online,Not Returned,FedEx,,Low
364179,SKU_1497,Office Chair,4,2020-10-27 20:00,91.77,,Portugal,0.12,paypall,11.74,Accessories,In-store,Not Returned,Royal Mail,Berlin,High
218920,SKU_1360,Blue Pen,-4,2020-10-28 05:00,-69.56,,Belgium,1.9903458941750527,paypall,,Accessories,Online,Not Returned,DHL,,Medium
603100,SKU_1828,Blue Pen,44,2020-10-29 16:00,40.01,,Norway,0.09,Credit Card,23.21,Apparel,In-store,Not Returned,FedEx,London,Medium
721195,SKU_1260,T-shirt,7,2020-10-29 20:00,17.44,,Australia,0.11,paypall,14.84,Furniture,Online,Not Returned,UPS,Amsterdam,Low
750587,SKU_1298,USB Cable,-34,2020-10-30 17:00,-53.96,,United Kingdom,0.16,Bank Transfer,,Stationery,Online,Not Returned,FedEx,,Low
578705,SKU_1787,Wireless Mouse,-34,2020-10-30 22:00,-51.4,,Netherlands,1.4156448431773183,Credit Card,,Electronics,In-store,Not Returned,FedEx,,High
813016,SKU_1298,Office Chair,28,2020-10-31 02:00,58.35,,Sweden,0.04,Credit Card,6.19,Accessories,Online,Not Returned,UPS,Berlin,High
901125,SKU_1990,Wireless Mouse,-5,2020-11-01 01:00,49.21,,Spain,0.12,Credit Card,,Electronics,Online,Not Returned,UPS,,High
696543,SKU_1923,T-shirt,-37,2020-11-01 04:00,-47.93,,Belgium,0.34,Credit Card,,Accessories,In-store,Not Returned,Royal Mail,,Medium
817221,SKU_1661,Desk Lamp,-47,2020-11-01 07:00,-71.87,,Australia,0.35,paypall,,Apparel,Online,Not Returned,DHL,,Low
810872,SKU_1254,Wall Clock,15,2020-11-01 10:00,30.19,,Sweden,0.0,Credit Card,7.11,Furniture,In-store,Not Returned,Royal Mail,Berlin,Medium
183384,SKU_1409,Wall Clock,17,2020-11-01 19:00,54.29,,United Kingdom,0.39,Bank Transfer,10.24,Apparel,Online,Not Returned,FedEx,,High
100390,SKU_1936,T-shirt,-13,2020-11-01 20:00,-95.71,,Norway,1.2663948629871449,paypall,,Stationery,In-store,Not Returned,Royal Mail,,High
931868,SKU_1170,Notebook,6,2020-11-01 22:00,95.77,,Spain,0.32,Credit Card,14.55,Furniture,In-store,Not Returned,FedEx,Berlin,High
615249,SKU_1391,Blue Pen,6,2020-11-02 15:00,21.1,,Australia,0.11,Credit Card,7.32,Furniture,In-store,Not Returned,FedEx,Amsterdam,High
576055,SKU_1110,Blue Pen,-21,2020-11-02 21:00,75.8,,United Kingdom,0.06,Bank Transfer,,Electronics,Online,Not Returned,FedEx,,High
312456,SKU_1155,Wireless Mouse,-9,2020-11-03 22:00,-96.75,,Australia,0.23,Credit Card,,Furniture,In-store,Not Returned,Royal Mail,,High
475897,SKU_1935,Notebook,40,2020-11-04 09:00,92.95,,Sweden,0.06,Bank Transfer,29.01,Accessories,Online,Not Returned,DHL,,Medium
499749,SKU_1660,Headphones,17,2020-11-04 19:00,72.81,,United States,0.09,paypall,6.08,Stationery,In-store,Not Returned,UPS,Berlin,High
780206,SKU_1224,Blue Pen,-50,2020-11-05 23:00,60.46,,France,0.18,paypall,,Electronics,Online,Not Returned,FedEx,,Low
892038,SKU_1268,Wall Clock,-28,2020-11-06 02:00,66.77,,Italy,0.09,Credit Card,,Electronics,Online,Not Returned,Royal Mail,,High
781707,SKU_1388,USB Cable,-15,2020-11-06 11:00,-52.72,,United Kingdom,1.6068083315669046,Credit Card,,Furniture,In-store,Not Returned,Royal Mail,,Medium
819211,SKU_1868,Office Chair,6,2020-11-06 16:00,46.84,,Belgium,0.13,Credit Card,27.71,Electronics,In-store,Not Returned,DHL,,Low
423966,SKU_1330,Blue Pen,42,2020-11-07 04:00,93.3,,United States,0.1,Bank Transfer,7.89,Accessories,Online,Not Returned,FedEx,Berlin,Low
521773,SKU_1165,T-shirt,-9,2020-11-07 14:00,-64.36,,Netherlands,1.9026326627216616,paypall,,Accessories,In-store,Not Returned,UPS,,Medium
433478,SKU_1413,Wireless Mouse,43,2020-11-07 15:00,17.17,,Belgium,0.04,paypall,13.9,Apparel,In-store,Not Returned,DHL,,High
468863,SKU_1768,Backpack,8,2020-11-07 17:00,89.6,,Spain,0.35,Bank Transfer,19.96,Furniture,In-store,Not Returned,UPS,Amsterdam,High
439386,SKU_1759,Blue Pen,49,2020-11-08 09:00,84.46,,Portugal,0.49,Bank Transfer,17.6,Furniture,In-store,Not Returned,FedEx,,High
177606,SKU_1596,Wireless Mouse,-30,2020-11-08 11:00,-5.36,,France,0.44,Bank Transfer,,Apparel,In-store,Not Returned,DHL,,High
887356,SKU_1645,White Mug,-21,2020-11-08 15:00,-78.85,,Spain,1.4991416364477803,Bank Transfer,,Electronics,Online,Not Returned,FedEx,,Low
566978,SKU_1664,Headphones,8,2020-11-08 23:00,30.3,,Spain,0.31,paypall,19.09,Furniture,In-store,Not Returned,FedEx,,Medium
479502,SKU_1404,Wall Clock,-10,2020-11-09 02:00,16.63,,Italy,0.25,paypall,,Apparel,Online,Not Returned,DHL,,Medium
581799,SKU_1519,Wall Clock,-12,2020-11-09 07:00,36.74,,Italy,0.16,Bank Transfer,,Furniture,Online,Not Returned,Royal Mail,,Low
450083,SKU_1886,Headphones,-17,2020-11-09 12:00,32.61,,France,0.32,Credit Card,,Apparel,In-store,Not Returned,DHL,,Medium
681462,SKU_1763,Notebook,3,2020-11-09 18:00,95.26,,Portugal,0.39,Credit Card,20.59,Accessories,Online,Not Returned,UPS,,High
418796,SKU_1257,Notebook,-40,2020-11-10 02:00,20.54,,Portugal,0.43,Credit Card,,Apparel,Online,Not Returned,Royal Mail,,Medium
415617,SKU_1008,USB Cable,15,2020-11-10 08:00,20.96,,Germany,0.44,Bank Transfer,22.26,Accessories,In-store,Not Returned,UPS,Berlin,Medium
202166,SKU_1483,Headphones,-8,2020-11-11 05:00,36.88,,Australia,0.04,Bank Transfer,,Electronics,Online,Not Returned,FedEx,,Medium
213604,SKU_1384,Backpack,10,2020-11-11 08:00,65.73,,Belgium,0.38,Bank Transfer,17.9,Apparel,In-store,Returned,DHL,,High
444877,SKU_1574,Office Chair,-39,2020-11-12 08:00,-41.48,,Italy,1.1431764537409268,paypall,,Apparel,In-store,Not Returned,UPS,,High
862178,SKU_1322,Desk Lamp,-46,2020-11-12 12:00,-17.8,,United Kingdom,0.3,Bank Transfer,,Apparel,Online,Not Returned,DHL,,Low
355493,SKU_1284,Wireless Mouse,22,2020-11-12 14:00,6.19,,France,0.22,Bank Transfer,20.53,Furniture,In-store,Not Returned,FedEx,,Low
338657,SKU_1093,Wireless Mouse,-22,2020-11-13 05:00,-95.36,,Belgium,1.215765568613206,paypall,,Apparel,Online,Not Returned,UPS,,Medium
331414,SKU_1862,USB Cable,-35,2020-11-13 07:00,-1.91,,Germany,1.2323409734819406,Credit Card,,Accessories,Online,Not Returned,DHL,,High
955754,SKU_1349,USB Cable,-9,2020-11-13 16:00,65.86,,Spain,0.18,Credit Card,,Apparel,Online,Not Returned,Royal Mail,,Low
798600,SKU_1003,USB Cable,-33,2020-11-14 03:00,71.68,,Germany,0.15,paypall,,Furniture,Online,Returned,FedEx,,Medium
877130,SKU_1863,Wall Clock,-46,2020-11-14 06:00,-99.72,,Sweden,1.8037622551554489,Bank Transfer,,Accessories,In-store,Not Returned,UPS,,Medium
914811,SKU_1189,Backpack,47,2020-11-14 14:00,69.12,,Netherlands,0.25,Credit Card,6.33,Apparel,Online,Not Returned,DHL,Paris,Low
538963,SKU_1105,Wireless Mouse,26,2020-11-14 20:00,49.74,,Sweden,0.08,Bank Transfer,12.68,Stationery,Online,Not Returned,FedEx,London,Low
909269,SKU_1641,Wall Clock,48,2020-11-15 11:00,15.93,,Italy,0.5,Bank Transfer,21.81,Stationery,In-store,Not Returned,FedEx,Berlin,Low
120923,SKU_1615,Office Chair,-7,2020-11-15 16:00,18.39,,Norway,0.38,paypall,,Accessories,Online,Not Returned,DHL,,Medium
928854,SKU_1733,Blue Pen,-30,2020-11-15 21:00,63.64,,Italy,0.04,Bank Transfer,,Apparel,Online,Not Returned,UPS,,Medium
988916,SKU_1873,Backpack,-30,2020-11-16 00:00,-71.54,,United States,0.43,Credit Card,,Stationery,In-store,Not Returned,UPS,,Medium
653044,SKU_1521,Notebook,6,2020-11-16 02:00,29.06,,Netherlands,0.22,Bank Transfer,16.77,Apparel,Online,Not Returned,UPS,London,Low
510226,SKU_1621,Wireless Mouse,-44,2020-11-16 07:00,-90.65,,Spain,1.990399705980221,paypall,,Accessories,In-store,Not Returned,Royal Mail,,Medium
460306,SKU_1709,Desk Lamp,-40,2020-11-17 04:00,22.65,,France,0.15,Bank Transfer,,Accessories,In-store,Not Returned,FedEx,,Medium
724773,SKU_1035,Desk Lamp,-23,2020-11-18 15:00,47.51,,Norway,0.4,Credit Card,,Electronics,Online,Not Returned,DHL,,High
498838,SKU_1091,Wall Clock,18,2020-11-19 01:00,7.99,,Germany,0.1,Credit Card,23.66,Stationery,Online,Not Returned,Royal Mail,Paris,Medium
971905,SKU_1649,Headphones,-33,2020-11-19 20:00,77.32,,France,0.15,Bank Transfer,,Furniture,Online,Not Returned,Royal Mail,,Low
546991,SKU_1432,Blue Pen,-24,2020-11-20 04:00,79.41,,Portugal,0.1,paypall,,Furniture,In-store,Not Returned,UPS,,Low
500565,SKU_1557,Notebook,36,2020-11-20 05:00,86.26,,Sweden,0.29,Bank Transfer,13.45,Furniture,In-store,Returned,DHL,Rome,Low
221897,SKU_1843,Wall Clock,31,2020-11-20 09:00,19.15,,United States,0.16,Bank Transfer,21.45,Accessories,Online,Not Returned,UPS,Amsterdam,Low
620082,SKU_1100,Backpack,18,2020-11-20 10:00,22.83,,Spain,0.14,Credit Card,6.12,Accessories,In-store,Not Returned,Royal Mail,London,High
445578,SKU_1678,Office Chair,-11,2020-11-21 00:00,-3.4,,Spain,0.38,Credit Card,,Apparel,Online,Not Returned,Royal Mail,,Low
708806,SKU_1854,Wireless Mouse,11,2020-11-21 01:00,27.62,,Netherlands,0.44,Bank Transfer,21.15,Furniture,Online,Not Returned,UPS,,High
953159,SKU_1571,USB Cable,7,2020-11-21 17:00,71.56,,Portugal,0.4,paypall,26.26,Apparel,Online,Not Returned,DHL,Rome,Medium
683043,SKU_1172,Backpack,-25,2020-11-21 22:00,-73.71,,Germany,1.301909342645175,Credit Card,,Electronics,In-store,Not Returned,UPS,,High
896305,SKU_1571,T-shirt,47,2020-11-22 07:00,8.41,,Germany,0.14,Bank Transfer,25.98,Accessories,In-store,Returned,Royal Mail,,High
729507,SKU_1006,Notebook,-26,2020-11-22 12:00,-85.5,,Italy,0.43,Credit Card,,Accessories,In-store,Not Returned,Royal Mail,,Low
580350,SKU_1651,Backpack,-36,2020-11-22 17:00,43.78,,Norway,0.21,Bank Transfer,,Electronics,Online,Not Returned,DHL,,Low
362210,SKU_1889,Blue Pen,16,2020-11-22 20:00,29.3,,Netherlands,0.43,Bank Transfer,26.96,Accessories,Online,Not Returned,UPS,Berlin,Low
924930,SKU_1033,Office Chair,22,2020-11-23 04:00,87.02,,Belgium,0.37,Credit Card,13.88,Accessories,Online,Not Returned,UPS,London,High
102795,SKU_1661,White Mug,33,2020-11-24 09:00,61.78,,Norway,0.42,Credit Card,17.03,Furniture,In-store,Not Returned,UPS,Paris,Medium
887163,SKU_1669,Desk Lamp,-18,2020-11-24 18:00,64.94,,Netherlands,0.22,paypall,,Stationery,Online,Not Returned,Royal Mail,,High
197206,SKU_1175,T-shirt,-46,2020-11-25 20:00,70.84,,United States,0.26,Bank Transfer,,Stationery,In-store,Not Returned,Royal Mail,,High
942672,SKU_1248,Wall Clock,-15,2020-11-26 00:00,92.06,,Australia,0.08,paypall,,Accessories,Online,Not Returned,Royal Mail,,High
660849,SKU_1975,Wall Clock,11,2020-11-26 12:00,88.15,,France,0.01,Bank Transfer,21.55,Apparel,In-store,Not Returned,DHL,Rome,High
250653,SKU_1687,USB Cable,7,2020-11-27 06:00,80.25,,United States,0.23,Bank Transfer,9.42,Electronics,Online,Not Returned,UPS,Rome,High
438250,SKU_1979,T-shirt,2,2020-11-27 11:00,88.28,,United Kingdom,0.14,paypall,26.81,Apparel,In-store,Not Returned,UPS,Rome,Low
486213,SKU_1234,Headphones,-6,2020-11-27 20:00,62.84,,Portugal,0.33,Credit Card,,Stationery,Online,Not Returned,Royal Mail,,Medium
929203,SKU_1419,Wall Clock,-47,2020-11-28 08:00,71.59,,Belgium,0.36,paypall,,Accessories,Online,Not Returned,DHL,,Low
508456,SKU_1813,Wireless Mouse,24,2020-11-28 14:00,8.09,,Italy,0.45,paypall,28.71,Furniture,Online,Not Returned,FedEx,Rome,Medium
775573,SKU_1798,Wireless Mouse,-28,2020-11-28 22:00,-59.94,,Italy,0.3,paypall,,Apparel,Online,Not Returned,FedEx,,Low
826499,SKU_1895,Wireless Mouse,21,2020-11-29 14:00,32.88,,Belgium,0.02,paypall,21.46,Stationery,In-store,Not Returned,Royal Mail,,Medium
633090,SKU_1049,Blue Pen,-21,2020-11-30 04:00,-66.64,,Australia,1.036815659547602,paypall,,Accessories,Online,Not Returned,Royal Mail,,Medium
371409,SKU_1467,T-shirt,-20,2020-11-30 18:00,67.66,,Germany,0.25,paypall,,Stationery,In-store,Not Returned,UPS,,Low
738453,SKU_1655,Desk Lamp,-48,2020-11-30 19:00,20.01,,Netherlands,0.39,Bank Transfer,,Electronics,In-store,Not Returned,DHL,,Medium
901818,SKU_1117,Blue Pen,14,2020-12-01 00:00,7.34,,Norway,0.16,Bank Transfer,18.56,Electronics,Online,Returned,UPS,Paris,Medium
923857,SKU_1384,Blue Pen,31,2020-12-01 02:00,11.57,,United States,0.25,Bank Transfer,23.56,Electronics,In-store,Not Returned,Royal Mail,London,Low
557820,SKU_1837,Office Chair,-35,2020-12-02 21:00,65.83,,United Kingdom,0.2,Bank Transfer,,Stationery,In-store,Not Returned,UPS,,High
396618,SKU_1556,White Mug,14,2020-12-05 09:00,66.42,,United Kingdom,0.05,Bank Transfer,21.27,Furniture,In-store,Not Returned,FedEx,,Medium
753936,SKU_1900,White Mug,28,2020-12-06 01:00,79.6,,Sweden,0.31,Bank Transfer,24.47,Stationery,Online,Not Returned,Royal Mail,,Low
550985,SKU_1552,Backpack,18,2020-12-06 11:00,48.42,,Sweden,0.24,paypall,10.52,Accessories,Online,Not Returned,UPS,Berlin,Low
272857,SKU_1409,Wall Clock,-45,2020-12-06 18:00,-39.49,,United States,1.6133234357252144,Bank Transfer,,Furniture,In-store,Not Returned,FedEx,,Medium
399477,SKU_1409,T-shirt,29,2020-12-07 04:00,80.63,,Belgium,0.15,Bank Transfer,12.42,Stationery,Online,Not Returned,UPS,Rome,High
219875,SKU_1393,Wall Clock,-28,2020-12-07 07:00,81.99,,Norway,0.36,paypall,,Stationery,Online,Not Returned,UPS,,Medium
566995,SKU_1867,Wireless Mouse,-36,2020-12-07 10:00,51.63,,Belgium,0.1,Credit Card,,Furniture,In-store,Not Returned,DHL,,Low
728474,SKU_1236,Backpack,34,2020-12-07 16:00,24.75,,Belgium,0.16,Bank Transfer,22.42,Accessories,In-store,Not Returned,UPS,Amsterdam,High
535126,SKU_1158,Headphones,35,2020-12-08 16:00,25.36,,Italy,0.36,paypall,14.44,Accessories,Online,Not Returned,UPS,,Medium
964714,SKU_1044,Backpack,-12,2020-12-08 22:00,15.67,,United States,0.27,Credit Card,,Accessories,Online,Not Returned,DHL,,High
761440,SKU_1721,Blue Pen,4,2020-12-09 06:00,88.4,,Belgium,0.0,Credit Card,10.83,Furniture,In-store,Not Returned,Royal Mail,,Medium
244926,SKU_1351,Wall Clock,34,2020-12-09 07:00,55.51,,Italy,0.39,Bank Transfer,22.31,Stationery,In-store,Not Returned,UPS,Paris,Medium
782385,SKU_1540,Office Chair,-29,2020-12-09 09:00,-58.92,,United States,1.8703892020080175,Credit Card,,Stationery,In-store,Not Returned,DHL,,High
428910,SKU_1695,T-shirt,-32,2020-12-09 15:00,-33.96,,Belgium,1.3832207636963116,paypall,,Furniture,Online,Not Returned,DHL,,Medium
124354,SKU_1234,Wall Clock,-28,2020-12-10 01:00,44.91,,Germany,0.28,Credit Card,,Electronics,Online,Not Returned,FedEx,,Medium
143459,SKU_1170,Desk Lamp,-31,2020-12-11 13:00,-6.56,,France,0.42,Credit Card,,Apparel,Online,Not Returned,DHL,,Medium
545096,SKU_1128,Backpack,-38,2020-12-14 06:00,85.18,,Portugal,0.49,Bank Transfer,,Accessories,In-store,Not Returned,UPS,,High
513244,SKU_1891,White Mug,9,2020-12-14 18:00,36.94,,Portugal,0.17,paypall,16.84,Stationery,In-store,Not Returned,UPS,Berlin,Low
217769,SKU_1964,Office Chair,32,2020-12-14 23:00,37.18,,Germany,0.32,paypall,14.28,Stationery,Online,Not Returned,FedEx,Berlin,Low
696923,SKU_1210,T-shirt,23,2020-12-15 07:00,43.43,,Belgium,0.34,Credit Card,6.16,Apparel,In-store,Not Returned,UPS,Paris,Medium
765673,SKU_1753,Office Chair,-26,2020-12-15 09:00,-54.19,,Portugal,0.29,Credit Card,,Stationery,In-store,Not Returned,DHL,,Medium
250056,SKU_1970,White Mug,-39,2020-12-15 17:00,80.78,,Belgium,0.09,Credit Card,,Apparel,Online,Not Returned,DHL,,High
974527,SKU_1929,Headphones,-48,2020-12-15 18:00,-18.81,,Portugal,1.1793662222111114,Bank Transfer,,Furniture,In-store,Not Returned,UPS,,High
697190,SKU_1851,Backpack,21,2020-12-16 06:00,27.7,,Norway,0.42,paypall,19.66,Stationery,Online,Not Returned,DHL,Rome,Low
192172,SKU_1497,Wall Clock,3,2020-12-16 07:00,84.98,,France,0.25,Bank Transfer,15.95,Electronics,Online,Not Returned,DHL,,Low
402039,SKU_1186,Backpack,-21,2020-12-17 16:00,90.82,,Sweden,0.04,Bank Transfer,,Electronics,In-store,Not Returned,UPS,,High
381411,SKU_1863,USB Cable,46,2020-12-17 18:00,93.22,,France,0.38,Credit Card,6.82,Apparel,In-store,Not Returned,Royal Mail,Paris,Medium
788284,SKU_1780,USB Cable,-20,2020-12-18 20:00,90.5,,Italy,0.15,Bank Transfer,,Apparel,Online,Not Returned,UPS,,Low
